iter	Logloss
294	0.1485126756
295	0.1484744639
296	0.1484347681
297	0.1484041692
298	0.1483701357
299	0.1483445653
300	0.148316819
301	0.1478360922
302	0.1478127293
303	0.147785599
304	0.1474629593
305	0.1474385749
306	0.1470657022
307	0.1466893853
308	0.1466650652
309	0.1463151984
310	0.1462845276
311	0.1462556639
312	0.1459696272
313	0.1459288538
314	0.1459053411
315	0.145879023
316	0.1455177383
317	0.1454907119
318	0.145460152
319	0.1451104847
320	0.1450767206
321	0.1450528938
322	0.1447088129
323	0.1446657569
324	0.1446279839
325	0.144597586
326	0.1445753929
327	0.1445496512
328	0.1445284112
329	0.1445095512
330	0.1444857013
331	0.1444466314
332	0.1444228994
333	0.1444043388
334	0.1443828537
335	0.144359056
336	0.1443453136
337	0.14430887
338	0.1442914556
339	0.1440255567
340	0.1438208226
341	0.1437956479
342	0.14378041
343	0.1437630223
344	0.1437424029
345	0.1437192353
346	0.1436991182
347	0.1436801528
348	0.1434558153
349	0.1434238109
350	0.1434064024
351	0.1433889309
352	0.1433740074
353	0.1433589922
354	0.1433416877
355	0.1431012602
356	0.1430890551
357	0.1430736445
358	0.1430566568
359	0.1428251086
360	0.1428080242
361	0.1427639859
362	0.1427489082
363	0.1427368991
364	0.142726289
365	0.1427031747
366	0.1426598262
367	0.1426422508
368	0.142629722
369	0.1426098863
370	0.1425998194
371	0.1425741718
372	0.142554483
373	0.1425344061
374	0.1425111644
375	0.1424962533
376	0.1424798319
377	0.1424677104
378	0.1424490952
379	0.1424263665
380	0.1424138988
381	0.1423992412
382	0.1423829435
383	0.1423735729
384	0.1423616461
385	0.1423491947
386	0.1423368304
387	0.1423226963
388	0.1423136251
389	0.1423045025
390	0.1422888317
391	0.1422786914
392	0.1422652469
393	0.1422527937
394	0.142235214
395	0.1422263868
396	0.1422128407
397	0.1422004039
398	0.1421895959
399	0.14218133
400	0.1421667913
401	0.1421532565
402	0.1421454122
403	0.1421376122
404	0.1421231418
405	0.1421083256
406	0.1420977483
407	0.1420867472
408	0.142074665
409	0.1420588114
410	0.1420479619
411	0.1420362448
412	0.1418853029
413	0.1418758599
414	0.1418704828
415	0.1416996187
416	0.1416921012
417	0.1416836021
418	0.1416757141
419	0.1416668015
420	0.1416589981
421	0.141491865
422	0.1414777293
423	0.141466666
424	0.1414531933
425	0.1414452509
426	0.1414349464
427	0.1414200368
428	0.1414134576
429	0.1414020365
430	0.1413966524
431	0.1411734929
432	0.1411625979
433	0.1411425863
434	0.141135349
435	0.1411248741
436	0.1411166796
437	0.1411057208
438	0.1410956674
439	0.1410859894
440	0.1410753592
441	0.1410697253
442	0.1410616648
443	0.1410540174
444	0.1410427636
445	0.141033684
446	0.1410241269
447	0.1410172244
448	0.1410076297
449	0.1409964235
450	0.1408397376
451	0.1408317666
452	0.1408214862
453	0.1408073597
454	0.1407989759
455	0.1407916977
456	0.1407832989
457	0.1407758102
458	0.1407632879
459	0.1407542732
460	0.1407424251
461	0.1407302878
462	0.1407238741
463	0.1407191633
464	0.1407103427
465	0.1405753175
466	0.1405695041
467	0.1405632519
468	0.1405595909
469	0.1405521831
470	0.1405444743
471	0.1405368139
472	0.1405289928
473	0.1405214815
474	0.1405097842
475	0.140500965
476	0.1404886118
477	0.1404824161
478	0.1404723563
479	0.1404662713
480	0.1404598139
481	0.1404527639
482	0.1403043081
483	0.1402958228
484	0.1402881681
485	0.1402816277
486	0.1402756138
487	0.1402694031
488	0.1402624551
489	0.1402541704
490	0.1402478573
491	0.1402424521
492	0.1402318309
493	0.1402263679
494	0.1402206567
495	0.1402138601
496	0.1401949217
497	0.1401777756
498	0.1401733441
499	0.1401653837
