iter	Logloss
156	0.3705680616
157	0.3700723835
158	0.3696960368
159	0.3693870255
160	0.3691695493
161	0.3689862871
162	0.3687489434
163	0.3684407502
164	0.3682483166
165	0.3678989271
166	0.367556856
167	0.3671438298
168	0.3668809489
169	0.3666621263
170	0.3664646821
171	0.3663118614
172	0.3660566053
173	0.3658787842
174	0.3657307942
175	0.3652571682
176	0.3650320099
177	0.3644538993
178	0.3641526876
179	0.3638984982
180	0.3636328095
181	0.363004698
182	0.3627804249
183	0.3624560574
184	0.3621206249
185	0.3618441562
186	0.3614903816
187	0.3612132608
188	0.3609634982
189	0.3605346323
190	0.3603042876
191	0.3600589615
192	0.3597352659
193	0.3594971182
194	0.3592456613
195	0.3590174116
196	0.3588272536
197	0.3585390082
198	0.3582608126
199	0.3579342051
200	0.3577403881
201	0.3573439744
202	0.3571051025
203	0.3569289079
204	0.3563672676
205	0.3561599003
206	0.3559806754
207	0.3554973102
208	0.3552098683
209	0.3549603502
210	0.3546751314
211	0.3544321515
212	0.3541510128
213	0.3538477194
214	0.3532430288
215	0.3530514183
216	0.3528429692
217	0.3527080675
218	0.35244
219	0.3522167126
220	0.3520115556
221	0.3517306617
222	0.3514368379
223	0.3511756145
224	0.3509456581
225	0.3506254943
226	0.3503369696
227	0.3500354644
228	0.3497187685
229	0.3494932772
230	0.3491656893
231	0.3489847427
232	0.3485810974
233	0.348338944
234	0.3479310932
235	0.3477438751
236	0.3476726538
237	0.3474696111
238	0.3471559139
239	0.3469891521
240	0.3466922142
241	0.3465212335
242	0.3463467917
243	0.3461506504
244	0.3453932028
245	0.3447860588
246	0.3445423443
247	0.344173537
248	0.3438227537
249	0.3436958825
250	0.3434054353
251	0.3430991356
252	0.3425983908
253	0.3423528811
254	0.3421621709
255	0.3420062979
256	0.3418152043
257	0.3416462057
258	0.3413715053
259	0.3411759342
260	0.3409702818
261	0.3406754702
262	0.3403278352
263	0.3398448129
264	0.3396501055
265	0.3395207333
266	0.3393373987
267	0.3392063279
268	0.3390375939
269	0.338743114
270	0.3386191438
271	0.338406773
272	0.3381503241
273	0.337916711
274	0.337613877
275	0.3375070547
276	0.3372631608
277	0.3369827348
278	0.3368009479
279	0.3364226589
280	0.3362565595
281	0.3360019669
282	0.3358013246
283	0.3356010606
284	0.3353836122
285	0.3351873182
286	0.3346128404
287	0.3343771617
288	0.334151527
289	0.3339322249
290	0.3337831948
291	0.3335713453
292	0.3332836908
293	0.3330350528
294	0.3328063278
295	0.3326937513
296	0.3322978681
297	0.3320836785
298	0.3319433504
299	0.3317423445
300	0.3315316609
301	0.3313887099
302	0.3312494975
303	0.331035703
304	0.3307067892
305	0.3304573435
306	0.3302252423
307	0.3300260284
308	0.3297315217
309	0.3295688577
310	0.3293221442
311	0.3291582543
312	0.3289101799
313	0.3286260518
314	0.3284018951
315	0.3282008491
316	0.3280458675
317	0.3278015324
318	0.327562093
319	0.3274116209
320	0.3271232512
321	0.3267481325
322	0.3265995813
323	0.3263897932
324	0.3261803977
325	0.3258746894
326	0.3256558512
327	0.3253480104
328	0.325158987
329	0.3247375994
330	0.3243762657
331	0.3241430126
332	0.3239446341
333	0.3236243297
334	0.3235039757
335	0.3233779527
336	0.3231048365
337	0.3228222138
338	0.3225329225
339	0.3223303712
340	0.3221821369
341	0.3219190383
342	0.3216686797
343	0.3214797023
344	0.3213435657
345	0.3211305594
346	0.3209686244
347	0.3207575674
348	0.3206094231
349	0.3199763163
350	0.3197726059
351	0.3195542473
352	0.3193290989
353	0.3190809502
354	0.3188640894
355	0.3186578871
356	0.3184300962
357	0.3182060252
358	0.3180372414
359	0.3175786565
360	0.3171648013
361	0.3169816978
362	0.3167555216
363	0.3166128454
364	0.3164291133
365	0.3161844207
366	0.316010737
367	0.3157416686
368	0.3156026063
369	0.3154241573
370	0.3152273054
371	0.3147843014
372	0.3145738138
373	0.3143680461
374	0.3141770274
375	0.3139940865
376	0.3137092444
377	0.3135402796
378	0.3133112744
379	0.3131421164
380	0.3129922633
381	0.3127823558
382	0.3125501577
383	0.3122891902
384	0.3117542571
385	0.3115431888
386	0.311378635
387	0.31115926
388	0.3107773442
389	0.3106128249
390	0.3104166377
391	0.3103040076
392	0.3101379885
393	0.3099504483
394	0.3097127599
395	0.3095366979
396	0.3093773509
397	0.3091937597
398	0.3090097621
399	0.3088295616
400	0.3086210613
401	0.3084886168
402	0.3080321859
403	0.3077465878
404	0.3075086655
405	0.3072936862
406	0.3071738028
407	0.3067492123
408	0.306630589
409	0.3061192592
410	0.3059594172
411	0.3057697203
412	0.3055477314
413	0.3054176001
414	0.3052454546
415	0.3051033184
416	0.3046687146
417	0.3043155897
418	0.3040982881
419	0.3038400699
420	0.3036268697
421	0.3035274268
422	0.3033472304
423	0.3031700492
424	0.3029469412
425	0.3027503316
426	0.3026124704
427	0.3024498835
428	0.3020954495
429	0.3019233243
430	0.3017874293
431	0.3015955583
432	0.3014458098
433	0.3012625178
434	0.3010848819
435	0.3009196789
436	0.3007663938
437	0.3005616398
438	0.3003934343
439	0.300272265
440	0.3001167741
441	0.2998753781
442	0.2997653613
443	0.2996096446
444	0.2992016817
445	0.299050826
446	0.2988838611
447	0.2985035405
448	0.2983346139
449	0.2982187281
450	0.2980669906
451	0.2979193827
452	0.29771757
453	0.2974173684
454	0.2970575379
455	0.2967203451
456	0.2965888191
457	0.296426291
458	0.2963034038
459	0.2959262633
460	0.2954723949
461	0.295310674
462	0.2951627952
463	0.2949203057
464	0.2947111215
465	0.2945116887
466	0.2942535141
467	0.2940222956
468	0.2937639246
469	0.2936148869
470	0.2934996556
471	0.2933021485
472	0.2929841509
473	0.2928531566
474	0.2926651257
475	0.2921961323
476	0.2920451159
477	0.2918170455
478	0.2914147538
479	0.2911146791
480	0.2909036545
481	0.2907271236
482	0.2905040845
483	0.2903753668
484	0.2901943981
485	0.2900491013
486	0.2899421914
487	0.2898043709
488	0.2896593847
489	0.2895402433
490	0.2893982684
491	0.2892612142
492	0.2891274011
493	0.2890033479
494	0.288785522
495	0.2886557677
496	0.2884418711
497	0.2882476726
498	0.2880658057
499	0.2879494897
500	0.2877769496
501	0.2874221575
502	0.2872999502
503	0.2870499326
504	0.2868568486
505	0.286740819
506	0.2865402393
507	0.2863524026
508	0.2861962086
509	0.2860689621
510	0.2858808601
511	0.2856695062
512	0.2854982128
513	0.2853667897
514	0.2851844154
515	0.2850554797
516	0.2848305054
517	0.2847024597
518	0.284423292
519	0.2842531905
520	0.2839047316
521	0.2837591036
522	0.2835708608
523	0.2834064503
524	0.2832936054
525	0.2831568117
526	0.2829726753
527	0.2828241165
528	0.2826581588
529	0.2823988639
530	0.281991832
531	0.2818150265
532	0.2816923559
533	0.2815010593
534	0.2813414748
535	0.2810763987
536	0.2808571033
537	0.2807284667
538	0.2802670696
539	0.2800739969
540	0.2798367219
541	0.2796924513
542	0.2795821736
543	0.2794761572
544	0.2792974956
545	0.2791330464
546	0.2788664044
547	0.2787485503
548	0.2783769467
549	0.2781960454
550	0.2780754027
551	0.2779160127
552	0.2777125409
553	0.2775407283
554	0.2773648807
555	0.2771801181
556	0.2770166338
557	0.2769142248
558	0.2767855666
559	0.2766522325
560	0.2765222811
561	0.276348281
562	0.2762338937
563	0.2760550127
564	0.2758795311
565	0.2756905998
566	0.2754991681
567	0.2753302096
568	0.2751437861
569	0.2748617585
570	0.2747445723
571	0.2745940042
572	0.2744921874
573	0.2743275364
574	0.2742194357
575	0.2740716976
576	0.2739442532
577	0.2737268549
578	0.2736354876
579	0.2733714621
580	0.2731404648
581	0.272985898
582	0.2728083822
583	0.2726822173
584	0.2725342384
585	0.2724429846
586	0.2722198813
587	0.272112294
588	0.2720130108
589	0.271860964
590	0.2717157413
591	0.2716145498
592	0.2715059404
593	0.2714096001
594	0.2712609241
595	0.2711528577
596	0.2709985878
597	0.2708427258
598	0.2706639741
599	0.2701913415
600	0.2700369083
601	0.2698430721
602	0.2697181179
603	0.2695472568
604	0.2694254886
605	0.2690446541
606	0.2688447552
607	0.2687300596
608	0.2686430385
609	0.2684760138
610	0.2683345644
611	0.2682207717
612	0.2680506333
613	0.2678791917
614	0.2677396556
615	0.2676069619
616	0.2674620497
617	0.2673476966
618	0.2672112779
619	0.2670452303
620	0.2668979222
621	0.2667486108
622	0.2665661709
623	0.2664527068
624	0.2663573987
625	0.2661604505
626	0.2660128499
627	0.2658018278
628	0.265578194
629	0.2654022731
630	0.2652653031
631	0.2651405453
632	0.2650084858
633	0.2648848033
634	0.2647878224
635	0.2646937177
636	0.2645634116
637	0.2644521159
638	0.2643090259
639	0.2641746773
640	0.2640447673
641	0.2638657841
642	0.2637128642
643	0.2635826969
644	0.2634742573
645	0.2633026908
646	0.2631440223
647	0.2630527138
648	0.2629438257
649	0.2628051928
650	0.2627157976
651	0.2626011582
652	0.2624370085
653	0.2623026051
654	0.2621504248
655	0.2619828175
656	0.2618955813
657	0.2618144391
658	0.2617046279
659	0.261538287
660	0.2614592542
661	0.2613478108
662	0.2611904336
663	0.261015115
664	0.260839567
665	0.2607250385
666	0.2606365384
667	0.2604655857
668	0.2603855115
669	0.260202878
670	0.2600505043
671	0.2599253
672	0.2597979539
673	0.2594388534
674	0.2591503943
675	0.2590435106
676	0.2589131835
677	0.2588197042
678	0.2586641288
679	0.2584950426
680	0.2583716802
681	0.2582371935
682	0.2579766844
683	0.257728935
684	0.2576423752
685	0.2575196265
686	0.257376766
687	0.2573027406
688	0.2571694565
689	0.2569908344
690	0.256853256
691	0.2567493031
692	0.2561335318
693	0.2559009297
694	0.2557616665
695	0.2556853419
696	0.2555781073
697	0.2553613402
698	0.2552795347
699	0.2550462035
700	0.2548927381
701	0.2547682932
702	0.2546466944
703	0.2540582427
704	0.2539526445
705	0.253816261
706	0.2537287339
707	0.2535747136
708	0.2534033896
709	0.2532758547
710	0.2530856888
711	0.2529153942
712	0.2528134278
713	0.252610065
714	0.2524657121
715	0.2523435757
716	0.2522458519
717	0.2521215776
718	0.2519920144
719	0.2518931407
720	0.2517286445
721	0.2516391937
722	0.2515285444
723	0.2513968017
724	0.2512899774
725	0.2511315401
726	0.2510585316
727	0.2509860516
728	0.2507994074
729	0.250654552
730	0.2505468697
731	0.2504584164
732	0.2503059093
733	0.2501695525
734	0.250025007
735	0.2499229462
736	0.2498562719
737	0.2497336333
738	0.2495660501
739	0.2494609816
740	0.2493527567
741	0.2492198714
742	0.2490560174
743	0.2489503281
744	0.2488530141
745	0.2486803105
746	0.2485226017
747	0.2484009424
748	0.2483210201
749	0.2481602211
750	0.2479578631
751	0.2478393798
752	0.2475634604
753	0.2474708787
754	0.2473240753
755	0.2471505672
756	0.2468822897
757	0.2468157887
758	0.2465865647
759	0.2464998311
760	0.246421405
761	0.2463332188
762	0.2462341855
763	0.2461127942
764	0.2459997551
765	0.2458642527
766	0.2457323446
767	0.2455777024
768	0.2454211727
769	0.2452705687
770	0.2451481091
771	0.2450283959
772	0.2448886326
773	0.2447505993
774	0.2446070884
775	0.2444779566
776	0.2442913337
777	0.2441749937
778	0.2440388655
779	0.2439215821
780	0.2437941155
781	0.2437187523
782	0.2436604749
783	0.2434911605
784	0.2433866096
785	0.2432822005
786	0.2431980242
787	0.243068346
788	0.2429614882
789	0.2427921886
790	0.2426253227
791	0.2424991581
792	0.2424138548
793	0.2422585729
794	0.2420418416
795	0.241955575
796	0.241846912
797	0.2417450555
798	0.2416534614
799	0.2414934036
800	0.2413844038
801	0.2412692137
802	0.2412145078
803	0.2410917069
804	0.2409839546
805	0.240899268
806	0.2407516186
807	0.2406887238
808	0.2405684268
809	0.2404361909
810	0.2403486832
811	0.2401906236
812	0.2399930215
813	0.23985579
814	0.2397021877
815	0.2395618867
816	0.2394444452
817	0.2393627628
818	0.2392372329
819	0.2391062963
820	0.2389952314
821	0.2386504638
822	0.238497518
823	0.2383660728
824	0.2382162636
825	0.2381362162
826	0.2380209745
827	0.2379104877
828	0.2377908404
829	0.2377242457
830	0.2375781474
831	0.2374219582
832	0.2373188229
833	0.2368359866
834	0.2367575896
835	0.2366725266
836	0.2366016593
837	0.2364996296
838	0.2363970712
839	0.2362220874
840	0.2360802605
841	0.2359620614
842	0.2358810607
843	0.235789348
844	0.2356501177
845	0.2355136155
846	0.2354124918
847	0.235338134
848	0.2352344967
849	0.2351421925
850	0.2348744391
851	0.2347590484
852	0.2346375466
853	0.2345231881
854	0.2344487124
855	0.2343932399
856	0.234307053
857	0.234181566
858	0.2340875287
859	0.2340029282
860	0.2338963391
861	0.233770018
862	0.2336453367
863	0.233547055
864	0.2334148143
865	0.2333265634
866	0.233216448
867	0.2330241599
868	0.2329060537
869	0.2327991918
870	0.2327008422
871	0.2325960466
872	0.2324994179
873	0.2323489746
874	0.2322512065
875	0.2321216156
876	0.2320402135
877	0.2319378405
878	0.2318018484
879	0.2317418014
880	0.2315749156
881	0.2315253841
882	0.2313856914
883	0.2312565497
884	0.2311364562
885	0.2307157315
886	0.2305788182
887	0.230457887
888	0.2303997276
889	0.2302794507
890	0.2301976569
891	0.2299650012
892	0.2298084323
893	0.2297111542
894	0.2293763268
895	0.2292437648
896	0.2290729631
897	0.2289382778
898	0.2287711816
899	0.2285967256
900	0.2284671742
901	0.2283382358
902	0.2281976725
903	0.2281138676
904	0.2280259065
905	0.2279333962
906	0.2278800823
907	0.2277434691
908	0.2276491154
909	0.227601105
910	0.2274891964
911	0.2274005257
912	0.22734533
913	0.2272366365
914	0.2271003012
915	0.2270437684
916	0.2269658337
917	0.2267997577
918	0.226677893
919	0.2265575137
920	0.2264645285
921	0.2263441913
922	0.2262331869
923	0.2260339873
924	0.2259295492
925	0.2257817725
926	0.2256539722
927	0.2256011713
928	0.2254943306
929	0.225353167
930	0.2252713699
931	0.2251669508
932	0.2249983445
933	0.2249175478
934	0.2248747338
935	0.2247804013
936	0.2246689821
937	0.2245610022
938	0.2244693502
939	0.2242095305
940	0.2241241641
941	0.2239056713
942	0.2237853218
943	0.2235746856
944	0.2232843796
945	0.2231809261
946	0.2230602646
947	0.2229451495
948	0.2228696969
949	0.2227713882
950	0.2227126315
951	0.2225924558
952	0.2224766713
953	0.2223632183
954	0.2222401964
955	0.2221089692
956	0.221846503
957	0.2216258939
958	0.2215144363
959	0.2213512372
960	0.2212861605
961	0.221200337
962	0.2211137462
963	0.2210506248
964	0.2209075204
965	0.2208303166
966	0.2207160402
967	0.2206369325
968	0.2205239131
969	0.2204392494
970	0.2203622766
971	0.2202762928
972	0.2201500666
973	0.2200319327
974	0.2199208394
975	0.2198166627
976	0.2196413111
977	0.2195378243
978	0.2194330416
979	0.2193404969
980	0.2192748989
981	0.2191756783
982	0.2190987004
983	0.2190186235
984	0.2188769031
985	0.2187748595
986	0.2187060668
987	0.2186234628
988	0.2185408744
989	0.218476938
990	0.2183917924
991	0.2182770773
992	0.218099496
993	0.2179979419
994	0.2179255788
995	0.2178497494
996	0.2177820701
997	0.2177073215
998	0.2176510591
999	0.2175522508
